	0
,	270
.	133
und	125
«	69
»	69
die	62
nicht	39
ich	36
in	33
so	33
sie	32
das	31
es	30
ist	30
er	30
der	29
aber	28
?	27
von	27
was	26
ein	24
du	24
auf	23
auch	22
zu	22
effi	21
wie	20
war	20
den	20
doch	19
hier	17
;	17
mit	17
ja	16
sich	15
mama	15
wieder	15
eine	15
noch	15
nun	14
sagte	13
an	13
immer	12
ihr	12
dem	12
:	11
einen	11
wir	11
wenn	11
dann	10
nur	10
daß	10
schon	10
als	9
aus	9
denn	9
nach	9
hulda	8
hertha	8
hat	8
bei	8
während	8
da	8
mir	8
–	7
innstetten	7
kann	7
...	7
man	7
ganz	6
baron	6
sein	6
mich	6
um	6
weil	6
wohl	6
des	6
nein	6
davon	6
dabei	6
einer	6
drüben	6
kam	6
alles	6
erst	6
kein	5
wäre	5
zeit	5
frau	5
machen	5
oder	5
am	5
einem	5
paar	5
habe	5
vom	5
warum	5
wurde	5
will	5
eigentlich	5
's	5
alle	5
tüte	5
landrat	5
nichts	5
diesem	5
drei	5
kleine	4
übrigens	4
fräulein	4
eben	4
diesen	4
etwas	4
papa	4
alte	4
sagt	4
hatte	4
her	4
ihre	4
tochter	4
bist	4
dich	4
haben	4
euch	4
wilke	4
seitenflügel	4
freilich	3
sonst	3
andere	3
genommen	3
vier	3
natürlich	3
schwantikow	3
ihrer	3
im	3
tat	3
gibt	3
ihn	3
heute	3
ihm	3
geschichte	3
sei	3
tag	3
sehr	3
unter	3
deine	3
viel	3
heißt	3
geert	3
alten	3
muß	3
rasch	3
augen	3
stachelbeeren	3
wollen	3
briest	3
garten	3
vor	3
mehr	3
tisch	3
kommt	3
also	3
jeden	3
gesagt	3
arme	3
entsagung	3
waren	3
mutter	3
glaube	3
sagtest	3
dame	3
singen	3
gute	3
diese	3
rondell	3
seinem	3
gleich	3
kleinen	3
mädchen	3
über	3
kirchhofsmauer	3
mußt	3
keine	3
deren	3
kriege	3
hin	3
gut	3
vielleicht	3
schuld	3
boot	3
seinen	3
ab	2
offener	2
schöne	2
sicher	2
freund	2
bißchen	2
nachher	2
liebesgeschichte	2
große	2
liebe	2
gnädige	2
lief	2
mußte	2
einfällt	2
erzählte	2
eisentür	2
möchtest	2
sind	2
front	2
wenigstens	2
damen	2
dank	2
viertel	2
hopp	2
auge	2
wissen	2
gott	2
liebsten	2
›wohl	2
beinah	2
langsam	2
weiter	2
schatten	2
kind	2
besser	2
allem	2
wißt	2
willst	2
soviel	2
sollen	2
schaffen	2
›u‹	2
gartenseite	2
ehe	2
nie	2
flut	2
schlimm	2
hauptsache	2
weiß	2
schlusen	2
fiel	2
soll	2
ihren	2
zwanzig	2
leicht	2
eines	2
sah	2
sonnenuhr	2
weit	2
junge	2
augenblicke	2
glaub	2
bein	2
wollte	2
fliesengang	2
seite	2
legte	2
sagen	2
kessin	2
gegen	2
großen	2
bleiben	2
versenkt	2
lagen	2
meinst	2
alt	2
stickerei	2
dafür	2
augenblick	2
gebot	2
saßen	2
zwei	2
jeder	2
fleißig	2
liegt	2
wegen	2
halb	2
klitzing	2
arbeit	2
je	2
vierte	2
badeort	2
meine	2
zwischen	2
namen	2
leben	2
bertha	2
allerlei	2
komme	2
schaukel	2
oft	2
jungen	2
teich	2
herrenhauses	2
anderen	2
gerade	2
überhaupt	2
dürfen	2
gönnen	2
hohen-cremmen	2
nahm	2
trotzdem	2
würde	2
paarte	1
seit	1
hättest	1
taille	1
übermut	1
wilhelm	1
stürmisch	1
kunstreiterin	1
beunruhige	1
wer	1
luft	1
leidenschaftlich	1
wem	1
wild	1
hals	1
trapez	1
hab	1
frei	1
schulter	1
nacken	1
dir	1
breiter	1
matrosenkragen	1
aufblickende	1
küßte	1
müssen	1
werden	1
zurief	1
schlanke	1
umarmte	1
mitunter	1
links	1
denk	1
abwechselnd	1
reite	1
erhoben	1
schoß	1
kurfürst	1
goetzes	1
oberst	1
setze	1
gefallen	1
lassen	1
herüberkommen	1
rathenower	1
kurze	1
backfisch	1
höher	1
kleider	1
handbreit	1
georg	1
jungenskittel	1
selber	1
nannte	1
lachen	1
grazie	1
lachenden	1
machst	1
knicks	1
braunen	1
staatskleider	1
steckst	1
courmacher	1
natürliche	1
klugheit	1
drehungen	1
onkel	1
turnerischen	1
rechts	1
hänger	1
lebenslust	1
herzensgüte	1
verrieten	1
gab	1
dorfstraße	1
ledergürtel	1
bronzefarbener	1
standen	1
versteckend	1
stehend	1
schief	1
balkenlage	1
pfosten	1
hing	1
stricken	1
füßen	1
häupten	1
brett	1
gelegtes	1
horizontal	1
gewahr	1
daneben	1
dicht	1
angeketteltem	1
wassersteg	1
teiches	1
mächtige	1
platanen	1
aloekübeln	1
aufenthalt	1
hauses	1
besonders	1
bevorzugt	1
entschieden	1
niederbrannte	1
sonne	1
wo	1
tagen	1
bietenden	1
gartenstühlen	1
zerstreuung	1
zugleich	1
angenehmen	1
himmel	1
bewölktem	1
gewährte	1
rampe	1
besetzte	1
dessen	1
hufeisen	1
umschließendes	1
großes	1
warf	1
besetztes	1
rhabarberstauden	1
indica	1
canna	1
rande	1
mitte	1
seiner	1
hinaus	1
schritte	1
quadrierten	1
grün	1
breiten	1
angebauter	1
rechtwinklig	1
heller	1
sonnenschein	1
park-	1
einige	1
richtung	1
ziergarten	1
hohen-cremmener	1
bildeten	1
fronthaus	1
aufragte	1
wetterhahn	1
vergoldeten	1
neuerdings	1
blitzenden	1
schindelturm	1
hinter	1
lage	1
unterbrochene	1
weißgestrichenen	1
stelle	1
stehende	1
efeu	1
kleinblättrigem	1
entsprechend	1
genau	1
vollen	1
liegenden	1
ihrem	1
gezogenen	1
kopf	1
hoch	1
handflächen	1
hebend	1
dastand	1
hingab	1
besonderer	1
übungen	1
komische	1
handarbeit	1
ins	1
wenig	1
absichtlich	1
bewohnten	1
ersichtlich	1
durchzumachen	1
zimmergymnastik	1
heil-	1
zusammenlegte	1
flüchtig	1
ganzen	1
voll	1
zusammengezogener	1
fest	1
leinwandkleid	1
kittelartiges	1
gestreiftes	1
blau	1
trug	1
berechtigt	1
stolzes	1
verstohlen	1
mütterlichen	1
regung	1
welcher	1
finde	1
eigenes	1
entzückend	1
zeigen	1
familie	1
kursus	1
streckungen	1
rücken	1
hochparterre	1
galt	1
altarteppichs	1
zusammenzusetzenden	1
einzelquadraten	1
herstellung	1
beide	1
hinaufführten	1
seitenflügels	1
steinstufen	1
wollsträhnen	1
treppe	1
vorspringende	1
neben	1
fenster	1
umrankte	1
wein	1
wildem	1
offene	1
ungezählte	1
seidendocken	1
mittagsstille	1
wollnadel	1
beugungen	1
kunstgerechten	1
erhob	1
nieder	1
nadel	1
führte	1
rufnamen	1
ließ	1
ging	1
runden	1
majolikaschale	1
gefüllte	1
schönen	1
dessertteller	1
lunch	1
dazwischen	1
durcheinander	1
bunt	1
sehe	1
behalte	1
schien	1
trat	1
siebziger	1
biereifer‹	1
›wahren	1
studieren	1
juristerei	1
fing	1
abschied	1
kurz	1
friedenszeit	1
gewesen	1
verleidet	1
damals	1
soldatenleben	1
ganze	1
nähe	1
länger	1
mochte	1
gemacht	1
versuch	1
erwarten	1
könntet	1
sage	1
gekommen	1
krieg	1
perlebergern	1
hätten	1
statt	1
)	1
herum	1
(	1
sogar	1
hinterpommern	1
pommern	1
fort	1
strecke	1
hübsche	1
gegend	1
unserer	1
kenne	1
kreise	1
kessiner	1
kaiser	1
stücke	1
halte	1
bismarck	1
akten	1
saß	1
schneidig	1
kreuz	1
regiment	1
anders	1
bin	1
jetzt	1
wüßte	1
unsinn	1
kannst	1
verlieben	1
würd	1
leutnant	1
junger	1
unpassend	1
fein	1
weghat	1
findet	1
aussieht	1
namentlich	1
alter	1
schönes	1
achtunddreißig	1
geradeso	1
freunde	1
dürft	1
übelnehmen	1
versteht	1
desto	1
zurück	1
adelige	1
freuen	1
unterbrach	1
besinnen	1
endlich	1
langes	1
ritterschaftsrat	1
einfand	1
mein	1
jung	1
kommen	1
gegenseitig	1
wen	1
sehen	1
erzählt	1
großvaters	1
belling	1
großvater	1
meinem	1
hierherum	1
gütern	1
verkehrte	1
rathenowern	1
stand	1
!	1
fange	1
zufrieden	1
gib	1
ferienreise	1
macht	1
ernstlich	1
litanei	1
trauervokal	1
reim	1
irgendwas	1
sagst	1
trauriges	1
zipfel	1
fassen	1
tischdecke	1
zusammengeraffte	1
mitten	1
gedanken	1
seine	1
gingen	1
etwa	1
unser	1
daus	1
is	1
schmunzelte	1
begraben	1
see	1
aufbrechen	1
trauerzug	1
langen	1
mach	1
feierlich	1
hineintun	1
anstimmte	1
geographiestunde	1
holzapfel	1
kandidat	1
uns	1
dabeigewesen	1
konstantinopel	1
lachte	1
untreue	1
worden	1
frauen	1
unglückliche	1
früher	1
wobei	1
niedergleiten	1
beschwerte	1
kiesel	1
ließen	1
angekettelte	1
dort	1
stiegen	1
bewegung	1
steg	1
setzten	1
versinken	1
stein	1
vetternreise	1
schlug	1
neckt	1
kennt	1
gar	1
dazu	1
vater	1
dein	1
men	1
hohen-crem	1
vorgestern	1
knüpfen	1
erinnerungen	1
wiedersehen	1
haus	1
bellingsche	1
vettern	1
entfernte	1
innstettens	1
nehmen	1
verwandte	1
wiedersehn	1
verwandtschaft	1
freundschaft	1
ähnliches	1
bloß	1
mittag	1
sache	1
ausgeschlagen	1
unsere	1
stachelbeerschalen	1
zeitungsblatt	1
zunächst	1
griff	1
abzuräumen	1
arbeitstisch	1
begann	1
vermeldete	1
dies	1
vorfahren	1
herr	1
eins	1
mache	1
toilette	1
rechter	1
bitten	1
ließe	1
bestellen	1
familienfaktotum	1
haus-	1
briestsche	1
erschien	1
komisches	1
adeligen	1
mensch	1
suchen	1
blöden	1
vorspringenden	1
blondine	1
lymphatische	1
eingebildet	1
langweilig	1
beiden	1
damenhafter	1
einziges	1
niemeyers	1
pastor	1
niemeyer	1
dritte	1
gegeben	1
zwillingen	1
eigenen	1
lining	1
mining	1
vorbilde	1
lieblingsdichter	1
landsmann	1
mecklenburgischen	1
anlehnung	1
beständig	1
schienen	1
kantors	1
weshalb	1
mädchentagen	1
besuch	1
nämlich	1
erwartet	1
gegangen	1
vertrieben	1
seid	1
langweilige	1
stemmte	1
sinn	1
danach	1
wenigsten	1
freundinnen	1
unterschied	1
vermied	1
recht	1
kritische	1
fand	1
gabriel	1
engel	1
erwarte	1
sieht	1
husaren	1
jahnke	1
eingeschworenen	1
beleidigen	1
leisten	1
stunde	1
halbe	1
ihnen	1
lud	1
fragen	1
küssen	1
hand	1
dieser	1
eilten	1
herüber	1
sonnenschirmen	1
grüßten	1
zuschritten	1
entlang	1
kiesweg	1
eintraten	1
angebrachten	1
damit	1
fortzufahren	1
ängste	1
sorgen	1
äußerung	1
willens	1
gesellschaft	1
ohnehin	1
reuter	1
tun	1
fritz	1
skandinavien	1
hansa	1
vergißt	1
paßten	1
vorzüglich	1
laune	1
sommersprossen	1
haar	1
rotblondem	1
krausem	1
persönchen	1
rundliche	1
allein	1
wirklich	1
jugend	1
hinauf	1
steintreppe	1
führende	1
stieg	1
gehabt	1
volk	1
junges	1
erzählen	1
held	1
heldin	1
hochzeit.‹	1
jahre	1
wette	1
gilt	1
›fräulein	1
ventivegni	1
neulich	1
bange	1
bald	1
fehlte	1
warte	1
darauf	1
denkst	1
meinetwegen	1
eher	1
verheiraten	1
hoffe	1
jungfer	1
geborne	1
gouvernante	1
fall	1
hochmut	1
versuchen	1
schicksal	1
polterabend	1
möglich‹	1
zuletzt	1
möglich	1
ach	1
heißen	1
pikiert	1
lacht	1
lachten	1
allerdings	1
romantisch	1
sonderbar	1
breche	1
oh	1
ende	1
brichst	1
vergesse	1
tausendste	1
aufs	1
hundertsten	1
ernsthaft	1
ist.‹	1
blond	1
brünett	1
›nein	1
verheiraten.‹	1
älteste	1
deines	1
gewiß	1
meines	1
bricht	1
nimm	1
läßt	1
anfangen	1
eh	1
gepackt	1
korb	1
docken	1
nu	1
strafpredigt	1
ordnung	1
helft	1
lieblingssätzen	1
papas	1
männlich‹	1
männer	1
weiblich	1
›weiber	1
männlich	1
figur	1
gesehen	1
mamas	1
wundern	1
werdet	1
können	1
hinterher	1
neue	1
ausgleiten	1
richtiges	1
gebrochen	1
dreimal	1
zwei-	1
falle	1
mal	1
denkt	1
bestätigte	1
zusprach	1
brechen	1
könne	1
pflücken	1
umherliegen	1
überall	1
leiden	1
beiseite	1
daraus	1
zeitungsbeilage	1
lege	1
weg	1
schalen	1
wirf	1
töchter	1
